gemeente,plaats,lat,lng
Stadskanaal,Alteveer GN,52.98965902,6.95486552
Stadskanaal,Mussel,52.98965902,6.95486552
Stadskanaal,Musselkanaal,52.98965902,6.95486552
Stadskanaal,Onstwedde,52.98965902,6.95486552
Stadskanaal,Stadskanaal,52.98965902,6.95486552
Stadskanaal,Vledderveen GN,52.98965902,6.95486552
Staphorst,Ijhorst,52.64389382,6.21060141
Staphorst,Punthorst,52.64389382,6.21060141
Staphorst,Rouveen,52.64389382,6.21060141
Staphorst,Staphorst,52.64389382,6.21060141
Stede Broec,Bovenkarspel,52.69625474,5.23533331
Stede Broec,Grootebroek,52.69625474,5.23533331
Stede Broec,Lutjebroek,52.69625474,5.23533331
Steenbergen,De Heen,51.59091012,4.31523546
Steenbergen,Dinteloord,51.59091012,4.31523546
Steenbergen,Kruisland,51.59091012,4.31523546
Steenbergen,Nieuw-Vossemeer,51.59091012,4.31523546
Steenbergen,Steenbergen NB,51.59091012,4.31523546
Steenwijkerland,Baarlo OV,52.78299723,6.11704384
Steenwijkerland,Baars,52.78299723,6.11704384
Steenwijkerland,Basse,52.78299723,6.11704384
Steenwijkerland,Belt-Schutsloot,52.78299723,6.11704384
Steenwijkerland,Blankenham,52.78299723,6.11704384
Steenwijkerland,Blokzijl,52.78299723,6.11704384
Steenwijkerland,De Bult,52.78299723,6.11704384
Steenwijkerland,De Pol,52.78299723,6.11704384
Steenwijkerland,Eesveen,52.78299723,6.11704384
Steenwijkerland,Giethoorn,52.78299723,6.11704384
Steenwijkerland,Ijsselham,52.78299723,6.11704384
Steenwijkerland,Kalenberg,52.78299723,6.11704384
Steenwijkerland,Kallenkote,52.78299723,6.11704384
Steenwijkerland,Kuinre,52.78299723,6.11704384
Steenwijkerland,Marijenkampen,52.78299723,6.11704384
Steenwijkerland,Nederland,52.78299723,6.11704384
Steenwijkerland,Oldemarkt,52.78299723,6.11704384
Steenwijkerland,Onna,52.78299723,6.11704384
Steenwijkerland,Ossenzijl,52.78299723,6.11704384
Steenwijkerland,Paasloo,52.78299723,6.11704384
Steenwijkerland,Scheerwolde,52.78299723,6.11704384
Steenwijkerland,Sint Jansklooster,52.78299723,6.11704384
Steenwijkerland,Steenwijk,52.78299723,6.11704384
Steenwijkerland,Steenwijkerwold,52.78299723,6.11704384
Steenwijkerland,Tuk,52.78299723,6.11704384
Steenwijkerland,Vollenhove,52.78299723,6.11704384
Steenwijkerland,Wanneperveen,52.78299723,6.11704384
Steenwijkerland,Wetering,52.78299723,6.11704384
Steenwijkerland,Willemsoord,52.78299723,6.11704384
Steenwijkerland,Witte Paarden,52.78299723,6.11704384
Steenwijkerland,Zuidveen,52.78299723,6.11704384
Stein,Elsloo LB,50.96830105,5.77704063
Stein,Stein,50.96830105,5.77704063
Stein,Urmond,50.96830105,5.77704063
Stichtse Vecht,Breukelen,52.14457186,5.03298531
Stichtse Vecht,Kockengen,52.14457186,5.03298531
Stichtse Vecht,Loenen aan de Vecht,52.14457186,5.03298531
Stichtse Vecht,Loenersloot,52.14457186,5.03298531
Stichtse Vecht,Maarssen,52.14457186,5.03298531
Stichtse Vecht,Nieuwer Ter Aa,52.14457186,5.03298531
Stichtse Vecht,Nieuwersluis,52.14457186,5.03298531
Stichtse Vecht,Nigtevecht,52.14457186,5.03298531
Stichtse Vecht,Oud Zuilen,52.14457186,5.03298531
Stichtse Vecht,Tienhoven,52.14457186,5.03298531
Stichtse Vecht,Vreeland,52.14457186,5.03298531
Súdwest-Fryslân,Abbega,53.03250208,5.65889602
Súdwest-Fryslân,Allingawier,53.03250208,5.65889602
Súdwest-Fryslân,Arum,53.03250208,5.65889602
Súdwest-Fryslân,Blauwhuis,53.03250208,5.65889602
Súdwest-Fryslân,Boazum,53.03250208,5.65889602
Súdwest-Fryslân,Bolsward,53.03250208,5.65889602
Súdwest-Fryslân,Breezanddijk,53.03250208,5.65889602
Súdwest-Fryslân,Britswert,53.03250208,5.65889602
Súdwest-Fryslân,Burgwerd,53.03250208,5.65889602
Súdwest-Fryslân,Cornwerd,53.03250208,5.65889602
Súdwest-Fryslân,Dearsum,53.03250208,5.65889602
Súdwest-Fryslân,Dedgum,53.03250208,5.65889602
Súdwest-Fryslân,Easterein,53.03250208,5.65889602
Súdwest-Fryslân,Easterwierrum,53.03250208,5.65889602
Súdwest-Fryslân,Exmorra,53.03250208,5.65889602
Súdwest-Fryslân,Ferwoude,53.03250208,5.65889602
Súdwest-Fryslân,Folsgare,53.03250208,5.65889602
Súdwest-Fryslân,Gaast,53.03250208,5.65889602
Súdwest-Fryslân,Gaastmeer,53.03250208,5.65889602
Súdwest-Fryslân,Gauw,53.03250208,5.65889602
Súdwest-Fryslân,Goenga,53.03250208,5.65889602
Súdwest-Fryslân,Greonterp,53.03250208,5.65889602
Súdwest-Fryslân,Hartwerd,53.03250208,5.65889602
Súdwest-Fryslân,Heeg,53.03250208,5.65889602
Súdwest-Fryslân,Hemelum,53.03250208,5.65889602
Súdwest-Fryslân,Hichtum,53.03250208,5.65889602
Súdwest-Fryslân,Hidaard,53.03250208,5.65889602
Súdwest-Fryslân,Hieslum,53.03250208,5.65889602
Súdwest-Fryslân,Hindeloopen,53.03250208,5.65889602
Súdwest-Fryslân,Hinnaard,53.03250208,5.65889602
Súdwest-Fryslân,Hommerts,53.03250208,5.65889602
Súdwest-Fryslân,Idsegahuizum,53.03250208,5.65889602
Súdwest-Fryslân,Idzega,53.03250208,5.65889602
Súdwest-Fryslân,Iens,53.03250208,5.65889602
Súdwest-Fryslân,IJlst,53.03250208,5.65889602
Súdwest-Fryslân,Indijk,53.03250208,5.65889602
Súdwest-Fryslân,It Heidenskip,53.03250208,5.65889602
Súdwest-Fryslân,Itens,53.03250208,5.65889602
Súdwest-Fryslân,Jutrijp,53.03250208,5.65889602
Súdwest-Fryslân,Kimswerd,53.03250208,5.65889602
Súdwest-Fryslân,Kornwerderzand,53.03250208,5.65889602
Súdwest-Fryslân,Koudum,53.03250208,5.65889602
Súdwest-Fryslân,Koufurderrige,53.03250208,5.65889602
Súdwest-Fryslân,Kubaard,53.03250208,5.65889602
Súdwest-Fryslân,Loenga,53.03250208,5.65889602
Súdwest-Fryslân,Lollum,53.03250208,5.65889602
Súdwest-Fryslân,Longerhouw,53.03250208,5.65889602
Súdwest-Fryslân,Lytsewierrum,53.03250208,5.65889602
Súdwest-Fryslân,Makkum,53.03250208,5.65889602
Súdwest-Fryslân,Molkwerum,53.03250208,5.65889602
Súdwest-Fryslân,Nijhuizum,53.03250208,5.65889602
Súdwest-Fryslân,Nijland,53.03250208,5.65889602
Súdwest-Fryslân,Offingawier,53.03250208,5.65889602
Súdwest-Fryslân,Oosthem,53.03250208,5.65889602
Súdwest-Fryslân,Oppenhuizen,53.03250208,5.65889602
Súdwest-Fryslân,Oudega Sudwest-Fryslan,53.03250208,5.65889602
Súdwest-Fryslân,Parrega,53.03250208,5.65889602
Súdwest-Fryslân,Piaam,53.03250208,5.65889602
Súdwest-Fryslân,Pingjum,53.03250208,5.65889602
Súdwest-Fryslân,Poppenwier,53.03250208,5.65889602
Súdwest-Fryslân,Raerd,53.03250208,5.65889602
Súdwest-Fryslân,Reahus,53.03250208,5.65889602
Súdwest-Fryslân,Rien,53.03250208,5.65889602
Súdwest-Fryslân,Sandfirden,53.03250208,5.65889602
Súdwest-Fryslân,Scharnegoutum,53.03250208,5.65889602
Súdwest-Fryslân,Schettens,53.03250208,5.65889602
Súdwest-Fryslân,Schraard,53.03250208,5.65889602
Súdwest-Fryslân,Sibrandabuorren,53.03250208,5.65889602
Súdwest-Fryslân,Smallebrugge,53.03250208,5.65889602
Súdwest-Fryslân,Sneek,53.03250208,5.65889602
Súdwest-Fryslân,Stavoren,53.03250208,5.65889602
Súdwest-Fryslân,Tersoal,53.03250208,5.65889602
Súdwest-Fryslân,Tirns,53.03250208,5.65889602
Súdwest-Fryslân,Tjalhuizum,53.03250208,5.65889602
Súdwest-Fryslân,Tjerkwerd,53.03250208,5.65889602
Súdwest-Fryslân,Uitwellingerga,53.03250208,5.65889602
Súdwest-Fryslân,Waaksens,53.03250208,5.65889602
Súdwest-Fryslân,Warns,53.03250208,5.65889602
Súdwest-Fryslân,Westhem,53.03250208,5.65889602
Súdwest-Fryslân,Witmarsum,53.03250208,5.65889602
Súdwest-Fryslân,Wiuwert,53.03250208,5.65889602
Súdwest-Fryslân,Wolsum,53.03250208,5.65889602
Súdwest-Fryslân,Wommels,53.03250208,5.65889602
Súdwest-Fryslân,Wons,53.03250208,5.65889602
Súdwest-Fryslân,Workum,53.03250208,5.65889602
Súdwest-Fryslân,Woudsend,53.03250208,5.65889602
Súdwest-Fryslân,Ypecolsga,53.03250208,5.65889602
Súdwest-Fryslân,Ysbrechtum,53.03250208,5.65889602
Súdwest-Fryslân,Zurich,53.03250208,5.65889602
Terneuzen,Axel,51.33780901,3.83047391
Terneuzen,Biervliet,51.33780901,3.83047391
Terneuzen,Hoek,51.33780901,3.83047391
Terneuzen,Koewacht,51.33780901,3.83047391
Terneuzen,Overslag,51.33780901,3.83047391
Terneuzen,Philippine,51.33780901,3.83047391
Terneuzen,Sas Van Gent,51.33780901,3.83047391
Terneuzen,Sluiskil,51.33780901,3.83047391
Terneuzen,Spui,51.33780901,3.83047391
Terneuzen,Terneuzen,51.33780901,3.83047391
Terneuzen,Westdorpe,51.33780901,3.83047391
Terneuzen,Zaamslag,51.33780901,3.83047391
Terneuzen,Zuiddorpe,51.33780901,3.83047391
Terschelling,Baaiduinen,53.36411015,5.21698753
Terschelling,Formerum,53.36411015,5.21698753
Terschelling,Hee,53.36411015,5.21698753
Terschelling,Hoorn FR,53.36411015,5.21698753
Terschelling,Kaard,53.36411015,5.21698753
Terschelling,Kinnum,53.36411015,5.21698753
Terschelling,Landerum,53.36411015,5.21698753
Terschelling,Lies,53.36411015,5.21698753
Terschelling,Midsland,53.36411015,5.21698753
Terschelling,Oosterend FR,53.36411015,5.21698753
Terschelling,Striep,53.36411015,5.21698753
Terschelling,West-Terschelling,53.36411015,5.21698753
Texel,De Cocksdorp,53.05053359,4.80280308
Texel,De Koog,53.05053359,4.80280308
Texel,De Waal,53.05053359,4.80280308
Texel,Den Burg,53.05053359,4.80280308
Texel,Den Hoorn NH,53.05053359,4.80280308
Texel,Oosterend NH,53.05053359,4.80280308
Texel,Oudeschild,53.05053359,4.80280308
Teylingen,Sassenheim,52.2271651,4.51870933
Teylingen,Voorhout,52.2271651,4.51870933
Teylingen,Warmond,52.2271651,4.51870933
Tholen,Oud-Vossemeer,51.53234001,4.20535645
Tholen,Poortvliet,51.53234001,4.20535645
Tholen,Scherpenisse,51.53234001,4.20535645
Tholen,Sint Philipsland,51.53234001,4.20535645
Tholen,Sint-Annaland,51.53234001,4.20535645
Tholen,Sint-Maartensdijk,51.53234001,4.20535645
Tholen,Stavenisse,51.53234001,4.20535645
Tholen,Tholen,51.53234001,4.20535645
Tiel,Kapel Avezaath,51.88587,5.43402734
Tiel,Kerk Avezaath,51.88587,5.43402734
Tiel,Tiel,51.88587,5.43402734
Tiel,Wadenoijen,51.88587,5.43402734
Tiel,Zennewijnen,51.88587,5.43402734
Tilburg,Berkel-Enschot,51.56060764,5.07810532
Tilburg,Biezenmortel,51.56060764,5.07810532
Tilburg,Tilburg,51.56060764,5.07810532
Tilburg,Udenhout,51.56060764,5.07810532
Tubbergen,Albergen,52.40820916,6.78069007
Tubbergen,Fleringen,52.40820916,6.78069007
Tubbergen,Geesteren OV,52.40820916,6.78069007
Tubbergen,Haarle Gem Tubbergen,52.40820916,6.78069007
Tubbergen,Harbrinkhoek,52.40820916,6.78069007
Tubbergen,Hezingen,52.40820916,6.78069007
Tubbergen,Langeveen,52.40820916,6.78069007
Tubbergen,Mander,52.40820916,6.78069007
Tubbergen,Manderveen,52.40820916,6.78069007
Tubbergen,Mariaparochie,52.40820916,6.78069007
Tubbergen,Reutum,52.40820916,6.78069007
Tubbergen,Tubbergen,52.40820916,6.78069007
Tubbergen,Vasse,52.40820916,6.78069007
Twenterand,Bruinehaar,52.40876602,6.62460497
Twenterand,Den Ham OV,52.40876602,6.62460497
Twenterand,Geerdijk,52.40876602,6.62460497
Twenterand,Kloosterhaar,52.40876602,6.62460497
Twenterand,Vriezenveen,52.40876602,6.62460497
Twenterand,Vroomshoop,52.40876602,6.62460497
Twenterand,Westerhaar-Vriezenveense,52.40876602,6.62460497
Tynaarlo,Bunne,53.07944622,6.5829971
Tynaarlo,De Groeve,53.07944622,6.5829971
Tynaarlo,De Punt,53.07944622,6.5829971
Tynaarlo,Donderen,53.07944622,6.5829971
Tynaarlo,Eelde,53.07944622,6.5829971
Tynaarlo,Eelderwolde,53.07944622,6.5829971
Tynaarlo,Midlaren,53.07944622,6.5829971
Tynaarlo,Oudemolen DR,53.07944622,6.5829971
Tynaarlo,Paterswolde,53.07944622,6.5829971
Tynaarlo,Taarlo,53.07944622,6.5829971
Tynaarlo,Tynaarlo,53.07944622,6.5829971
Tynaarlo,Vries,53.07944622,6.5829971
Tynaarlo,Winde,53.07944622,6.5829971
Tynaarlo,Yde,53.07944622,6.5829971
Tynaarlo,Zeegse,53.07944622,6.5829971
Tynaarlo,Zeijen,53.07944622,6.5829971
Tynaarlo,Zuidlaarderveen,53.07944622,6.5829971
Tynaarlo,Zuidlaren,53.07944622,6.5829971
Tytsjerksteradiel,Aldtsjerk,53.18875815,5.99005354
Tytsjerksteradiel,Burgum,53.18875815,5.99005354
Tytsjerksteradiel,Earnewald,53.18875815,5.99005354
Tytsjerksteradiel,Eastermar,53.18875815,5.99005354
Tytsjerksteradiel,Garyp,53.18875815,5.99005354
Tytsjerksteradiel,Gytsjerk,53.18875815,5.99005354
Tytsjerksteradiel,Hurdegaryp,53.18875815,5.99005354
Tytsjerksteradiel,Jistrum,53.18875815,5.99005354
Tytsjerksteradiel,Munein,53.18875815,5.99005354
Tytsjerksteradiel,Noardburgum,53.18875815,5.99005354
Tytsjerksteradiel,Oentsjerk,53.18875815,5.99005354
Tytsjerksteradiel,Ryptsjerk,53.18875815,5.99005354
Tytsjerksteradiel,Sumar,53.18875815,5.99005354
Tytsjerksteradiel,Suwald,53.18875815,5.99005354
Tytsjerksteradiel,Tytsjerk,53.18875815,5.99005354
Tytsjerksteradiel,Wyns,53.18875815,5.99005354
Uitgeest,Uitgeest,52.52828221,4.7131655
Uithoorn,De Kwakel,52.23291342,4.8269963
Uithoorn,Uithoorn,52.23291342,4.8269963
Urk,Urk,52.6635999,5.60204662
Utrecht,De Meern,52.08960137,5.10774965
Utrecht,Haarzuilens,52.08960137,5.10774965
Utrecht,Utrecht,52.08960137,5.10774965
Utrecht,Vleuten,52.08960137,5.10774965
Utrechtse Heuvelrug,Amerongen,52.03335226,5.34406204
Utrechtse Heuvelrug,Doorn,52.03335226,5.34406204
Utrechtse Heuvelrug,Driebergen-Rijsenburg,52.03335226,5.34406204
Utrechtse Heuvelrug,Leersum,52.03335226,5.34406204
Utrechtse Heuvelrug,Maarn,52.03335226,5.34406204
Utrechtse Heuvelrug,Maarsbergen,52.03335226,5.34406204
Utrechtse Heuvelrug,Overberg,52.03335226,5.34406204
Vaals,Lemiers,50.7706768,6.01883726
Vaals,Vaals,50.7706768,6.01883726
Vaals,Vijlen,50.7706768,6.01883726
Valkenburg aan de Geul,Berg en Terblijt,50.86831661,5.83178187
Valkenburg aan de Geul,Schin Op Geul,50.86831661,5.83178187
Valkenburg aan de Geul,Valkenburg LB,50.86831661,5.83178187
Valkenburg aan de Geul,Walem,50.86831661,5.83178187
Valkenswaard,Valkenswaard,51.34999527,5.46079525
Veendam,Borgercompagnie,,
Veendam,Veendam,,
Veendam,Wildervank,,
Veenendaal,Veenendaal,52.02375405,5.55751799
Veere,Aagtekerke,51.55952873,3.50117096
Veere,Biggekerke,51.55952873,3.50117096
Veere,Domburg,51.55952873,3.50117096
Veere,Gapinge,51.55952873,3.50117096
Veere,Grijpskerke,51.55952873,3.50117096
Veere,Koudekerke,51.55952873,3.50117096
Veere,Meliskerke,51.55952873,3.50117096
Veere,Oostkapelle,51.55952873,3.50117096
Veere,Serooskerke Gem Veere,51.55952873,3.50117096
Veere,Veere,51.55952873,3.50117096
Veere,Vrouwenpolder,51.55952873,3.50117096
Veere,Westkapelle,51.55952873,3.50117096
Veere,Zoutelande,51.55952873,3.50117096
Veldhoven,Veldhoven,51.42102421,5.40475716
Velsen,Driehuis,52.46089676,4.62419328
Velsen,IJmuiden,52.46089676,4.62419328
Velsen,Santpoort-Noord,52.46089676,4.62419328
Velsen,Santpoort-Zuid,52.46089676,4.62419328
Velsen,Velsen-Noord,52.46089676,4.62419328
Velsen,Velsen-Zuid,52.46089676,4.62419328
Velsen,Velserbroek,52.46089676,4.62419328
Venlo,Arcen,51.36728567,6.16417377
Venlo,Belfeld,51.36728567,6.16417377
Venlo,Lomm,51.36728567,6.16417377
Venlo,Steyl,51.36728567,6.16417377
Venlo,Tegelen,51.36728567,6.16417377
Venlo,Velden,51.36728567,6.16417377
Venlo,Venlo,51.36728567,6.16417377
Venray,Blitterswijck,51.52899427,5.97622889
Venray,Castenray,51.52899427,5.97622889
Venray,Geijsteren,51.52899427,5.97622889
Venray,Heide,51.52899427,5.97622889
Venray,Leunen,51.52899427,5.97622889
Venray,Merselo,51.52899427,5.97622889
Venray,Oirlo,51.52899427,5.97622889
Venray,Oostrum,51.52899427,5.97622889
Venray,Smakt,51.52899427,5.97622889
Venray,Venray,51.52899427,5.97622889
Venray,Veulen,51.52899427,5.97622889
Venray,Vredepeel,51.52899427,5.97622889
Venray,Wanssum,51.52899427,5.97622889
Venray,Ysselsteyn,51.52899427,5.97622889
Vijfheerenlanden,Ameide,51.9949893,5.09234324
Vijfheerenlanden,Everdingen,51.9949893,5.09234324
Vijfheerenlanden,Hagestein,51.9949893,5.09234324
Vijfheerenlanden,Hei- en Boeicop,51.9949893,5.09234324
Vijfheerenlanden,Hoef en Haag,51.9949893,5.09234324
Vijfheerenlanden,Kedichem,51.9949893,5.09234324
Vijfheerenlanden,Leerbroek,51.9949893,5.09234324
Vijfheerenlanden,Leerdam,51.9949893,5.09234324
Vijfheerenlanden,Lexmond,51.9949893,5.09234324
Vijfheerenlanden,Meerkerk,51.9949893,5.09234324
Vijfheerenlanden,Nieuwland,51.9949893,5.09234324
Vijfheerenlanden,Oosterwijk,51.9949893,5.09234324
Vijfheerenlanden,Ossenwaard,51.9949893,5.09234324
Vijfheerenlanden,Schoonrewoerd,51.9949893,5.09234324
Vijfheerenlanden,Tienhoven aan de Lek,51.9949893,5.09234324
Vijfheerenlanden,Vianen UT,51.9949893,5.09234324
Vijfheerenlanden,Zijderveld,51.9949893,5.09234324
Vlaardingen,Vlaardingen,51.90813195,4.34120745
Vlieland,Vlieland,53.29501575,5.06553339
Vlissingen,Oost-Souburg,51.44806163,3.56947492
Vlissingen,Ritthem,51.44806163,3.56947492
Vlissingen,Vlissingen,51.44806163,3.56947492
Voerendaal,Klimmen,50.87925283,5.93017423
Voerendaal,Ransdaal,50.87925283,5.93017423
Voerendaal,Voerendaal,50.87925283,5.93017423
Voorne aan Zee,Brielle,51.82358117,4.13003114
Voorne aan Zee,Hellevoetsluis,51.82358117,4.13003114
Voorne aan Zee,Oostvoorne,51.82358117,4.13003114
Voorne aan Zee,Oudenhoorn,51.82358117,4.13003114
Voorne aan Zee,Rockanje,51.82358117,4.13003114
Voorne aan Zee,Tinte,51.82358117,4.13003114
Voorne aan Zee,Vierpolders,51.82358117,4.13003114
Voorne aan Zee,Zwartewaal,51.82358117,4.13003114
Voorschoten,Voorschoten,52.12720652,4.44875342
Voorst,Klarenbeek,52.23668166,6.1097025
Voorst,Nijbroek,52.23668166,6.1097025
Voorst,Steenenkamer,52.23668166,6.1097025
Voorst,Terwolde,52.23668166,6.1097025
Voorst,Teuge,52.23668166,6.1097025
Voorst,Twello,52.23668166,6.1097025
Voorst,Voorst Gem Voorst,52.23668166,6.1097025
Voorst,Wilp,52.23668166,6.1097025
Vught,Cromvoirt,51.6566515,5.2992281
Vught,Helvoirt,51.6566515,5.2992281
Vught,Vught,51.6566515,5.2992281
Waadhoeke,Achlum,53.18480873,5.5317757
Waadhoeke,Baaium,53.18480873,5.5317757
Waadhoeke,Berltsum,53.18480873,5.5317757
Waadhoeke,Bitgum,53.18480873,5.5317757
Waadhoeke,Bitgummole,53.18480873,5.5317757
Waadhoeke,Blessum,53.18480873,5.5317757
Waadhoeke,Boer,53.18480873,5.5317757
Waadhoeke,Boksum,53.18480873,5.5317757
Waadhoeke,Deinum,53.18480873,5.5317757
Waadhoeke,Dongjum,53.18480873,5.5317757
Waadhoeke,Dronryp,53.18480873,5.5317757
Waadhoeke,Firdgum,53.18480873,5.5317757
Waadhoeke,Franeker,53.18480873,5.5317757
Waadhoeke,Herbaijum,53.18480873,5.5317757
Waadhoeke,Hitzum,53.18480873,5.5317757
Waadhoeke,Ingelum,53.18480873,5.5317757
Waadhoeke,Klooster Lidlum,53.18480873,5.5317757
Waadhoeke,Marsum,53.18480873,5.5317757
Waadhoeke,Menaam,53.18480873,5.5317757
Waadhoeke,Minnertsga,53.18480873,5.5317757
Waadhoeke,Nij Altoenae,53.18480873,5.5317757
Waadhoeke,Oosterbierum,53.18480873,5.5317757
Waadhoeke,Oudebildtzijl,53.18480873,5.5317757
Waadhoeke,Peins,53.18480873,5.5317757
Waadhoeke,Pietersbierum,53.18480873,5.5317757
Waadhoeke,Ried,53.18480873,5.5317757
Waadhoeke,Schalsum,53.18480873,5.5317757
Waadhoeke,Sexbierum,53.18480873,5.5317757
Waadhoeke,Skingen,53.18480873,5.5317757
Waadhoeke,Slappeterp,53.18480873,5.5317757
Waadhoeke,Spannum,53.18480873,5.5317757
Waadhoeke,St.-Annaparochie,53.18480873,5.5317757
Waadhoeke,St.-Jacobiparochie,53.18480873,5.5317757
Waadhoeke,Tzum,53.18480873,5.5317757
Waadhoeke,Tzummarum,53.18480873,5.5317757
Waadhoeke,Vrouwenparochie,53.18480873,5.5317757
Waadhoeke,Westhoek,53.18480873,5.5317757
Waadhoeke,Wier,53.18480873,5.5317757
Waadhoeke,Winsum FR,53.18480873,5.5317757
Waadhoeke,Wjelsryp,53.18480873,5.5317757
Waadhoeke,Zweins,53.18480873,5.5317757
Waalre,Waalre,51.39176541,5.4614662
Waalwijk,Sprang-Capelle,51.69185161,5.06595634
Waalwijk,Waalwijk,51.69185161,5.06595634
Waalwijk,Waspik,51.69185161,5.06595634
Waddinxveen,Waddinxveen,52.04417044,4.65549319
Wageningen,Wageningen,51.96449853,5.6633273
Wassenaar,Wassenaar,52.14561582,4.39850252
Waterland,Broek In Waterland,52.45438222,5.03737112
Waterland,Ilpendam,52.45438222,5.03737112
Waterland,Katwoude,52.45438222,5.03737112
Waterland,Marken,52.45438222,5.03737112
Waterland,Monnickendam,52.45438222,5.03737112
Waterland,Purmer,52.45438222,5.03737112
Waterland,Uitdam,52.45438222,5.03737112
Waterland,Watergang,52.45438222,5.03737112
Waterland,Zuiderwoude,52.45438222,5.03737112
Weert,Stramproy,51.25121374,5.7039167
Weert,Weert,51.25121374,5.7039167
West Betuwe,Acquoy,51.88184159,5.28203636
West Betuwe,Asperen,51.88184159,5.28203636
West Betuwe,Beesd,51.88184159,5.28203636
West Betuwe,Buurmalsen,51.88184159,5.28203636
West Betuwe,Deil,51.88184159,5.28203636
West Betuwe,Enspijk,51.88184159,5.28203636
West Betuwe,Est,51.88184159,5.28203636
West Betuwe,Geldermalsen,51.88184159,5.28203636
West Betuwe,Gellicum,51.88184159,5.28203636
West Betuwe,Haaften,51.88184159,5.28203636
West Betuwe,Heesselt,51.88184159,5.28203636
West Betuwe,Hellouw,51.88184159,5.28203636
West Betuwe,Herwijnen,51.88184159,5.28203636
West Betuwe,Heukelum,51.88184159,5.28203636
West Betuwe,Meteren,51.88184159,5.28203636
West Betuwe,Neerijnen,51.88184159,5.28203636
West Betuwe,Ophemert,51.88184159,5.28203636
West Betuwe,Opijnen,51.88184159,5.28203636
West Betuwe,Rhenoy,51.88184159,5.28203636
West Betuwe,Rumpt,51.88184159,5.28203636
West Betuwe,Spijk Gem West Betuwe,51.88184159,5.28203636
West Betuwe,Tricht,51.88184159,5.28203636
West Betuwe,Tuil,51.88184159,5.28203636
West Betuwe,Varik,51.88184159,5.28203636
West Betuwe,Vuren,51.88184159,5.28203636
West Betuwe,Waardenburg,51.88184159,5.28203636
West Betuwe,Zennewijnen,51.88184159,5.28203636
West Maas en Waal,Alphen GLD,51.88368444,5.51745458
West Maas en Waal,Altforst,51.88368444,5.51745458
West Maas en Waal,Appeltern,51.88368444,5.51745458
West Maas en Waal,Beneden-Leeuwen,51.88368444,5.51745458
West Maas en Waal,Boven-Leeuwen,51.88368444,5.51745458
West Maas en Waal,Dreumel,51.88368444,5.51745458
West Maas en Waal,Maasbommel,51.88368444,5.51745458
West Maas en Waal,Wamel,51.88368444,5.51745458
Westerkwartier,Aduard,53.24898581,6.40683558
Westerkwartier,Boerakker,53.24898581,6.40683558
Westerkwartier,Briltil,53.24898581,6.40683558
Westerkwartier,De Wilp,53.24898581,6.40683558
Westerkwartier,Den Ham GN,53.24898581,6.40683558
Westerkwartier,Den Horn,53.24898581,6.40683558
Westerkwartier,Doezum,53.24898581,6.40683558
Westerkwartier,Enumatil,53.24898581,6.40683558
Westerkwartier,Ezinge,53.24898581,6.40683558
Westerkwartier,Feerwerd,53.24898581,6.40683558
Westerkwartier,Garnwerd,53.24898581,6.40683558
Westerkwartier,Grijpskerk,53.24898581,6.40683558
Westerkwartier,Grootegast,53.24898581,6.40683558
Westerkwartier,Jonkersvaart,53.24898581,6.40683558
Westerkwartier,Kommerzijl,53.24898581,6.40683558
Westerkwartier,Kornhorn,53.24898581,6.40683558
Westerkwartier,Lauwerzijl,53.24898581,6.40683558
Westerkwartier,Leek,53.24898581,6.40683558
Westerkwartier,Lettelbert,53.24898581,6.40683558
Westerkwartier,Lucaswolde,53.24898581,6.40683558
Westerkwartier,Lutjegast,53.24898581,6.40683558
Westerkwartier,Marum,53.24898581,6.40683558
Westerkwartier,Midwolde,53.24898581,6.40683558
Westerkwartier,Niebert,53.24898581,6.40683558
Westerkwartier,Niehove,53.24898581,6.40683558
Westerkwartier,Niekerk Westerkwartier,53.24898581,6.40683558
Westerkwartier,Niezijl,53.24898581,6.40683558
Westerkwartier,Noordhorn,53.24898581,6.40683558
Westerkwartier,Noordwijk GN,53.24898581,6.40683558
Westerkwartier,Nuis,53.24898581,6.40683558
Westerkwartier,Oldehove,53.24898581,6.40683558
Westerkwartier,Oldekerk,53.24898581,6.40683558
Westerkwartier,Oostwold Westerkwartier,53.24898581,6.40683558
Westerkwartier,Opende,53.24898581,6.40683558
Westerkwartier,Pieterzijl,53.24898581,6.40683558
Westerkwartier,Saaksum,53.24898581,6.40683558
Westerkwartier,Sebaldeburen,53.24898581,6.40683558
Westerkwartier,Tolbert,53.24898581,6.40683558
Westerkwartier,Visvliet,53.24898581,6.40683558
Westerkwartier,Zevenhuizen GN,53.24898581,6.40683558
Westerkwartier,Zuidhorn,53.24898581,6.40683558
Westerveld,Ansen,52.85894379,6.30960406
Westerveld,Boschoord,52.85894379,6.30960406
Westerveld,Darp,52.85894379,6.30960406
Westerveld,Diever,52.85894379,6.30960406
Westerveld,Dieverbrug,52.85894379,6.30960406
Westerveld,Doldersum,52.85894379,6.30960406
Westerveld,Dwingeloo,52.85894379,6.30960406
Westerveld,Frederiksoord,52.85894379,6.30960406
Westerveld,Geeuwenbrug,52.85894379,6.30960406
Westerveld,Havelte,52.85894379,6.30960406
Westerveld,Havelterberg,52.85894379,6.30960406
Westerveld,Nijensleek,52.85894379,6.30960406
Westerveld,Oude Willem,52.85894379,6.30960406
